G=6.6743e-11,dt=1.0,t_total=1000.0
Iteration,Time,Body 1 position (x),Body 1 position (y),Body 1 velocity (x),Body 1 velocity (y),Body 1 acceleration (x),Body 1 acceleration (y),Body 2 position (x),Body 2 position (y),Body 2 velocity (x),Body 2 velocity (y),Body 2 acceleration (x),Body 2 acceleration (y)
10,10.0,0.0021905443421623566,1.9413252842724254e-08,0.00036509072367675653,4.853313210654865e-09,3.319006578242588e-05,8.824205837387153e-10,384399999.82196605,11241.999998422209,-0.029672316301001502,1021.9999996055527,-0.0026974832995733176,-7.171768816123583e-08
11,11.0,0.002588825131619336,2.523722869547899e-08,0.00039828078945697927,5.823975852754734e-09,3.319006578022274e-05,9.706626420998695e-10,384399999.78959626,12263.999997948871,-0.032369799600395766,1021.9999995266633,-0.0026974832993942603,-7.888945697632583e-08
12,12.0,0.0030202959868541024,3.2120109248690035e-08,0.00043147085523476657,6.882880553211049e-09,3.3190065777787296e-05,1.0589047004563152e-09,384399999.754529,13285.999997389474,-0.03506728289959209,1021.999999440602,-0.0026974832991963228,-8.606122579103314e-08
13,13.0,0.003484956907863989,4.0150136560708536e-08,0.0004646609210098862,8.030027312018503e-09,3.3190065775119596e-05,1.147146758807454e-09,384399999.7167642,14307.999996736842,-0.037764766198571595,1021.999999347369,-0.0026974832989795083,-9.323299460530916e-08
14,14.0,0.003982807894646095,4.941555268987973e-08,0.0004978509867821058,9.26541612917119e-09,3.3190065772219626e-05,1.2353888171526873e-09,384399999.67630196,15329.999995983806,-0.04046224949731541,1021.9999992469642,-0.002697483298743817,-1.004047634191052e-07
15,15.0,0.004513848947197288,6.000459969454234e-08,0.0005310410525511931,1.0589047004662605e-08,3.3190065769087366e-05,1.3236308754914154e-09,384399999.63314223,16351.999995123193,-0.04315973279580466,1021.9999991393877,-0.0026974832984892464,-1.0757653223237252e-07
16,16.0,0.005078080065514204,7.200551963302797e-08,0.0005642311183169159,1.2000919938485644e-08,3.319006576572282e-05,1.4118729338230386e-09,384399999.58728504,17373.99999414783,-0.04585721609402046,1021.9999990246394,-0.0026974832982157968,-1.1474830104506245e-07
17,17.0,0.005675501249593246,8.550655456366057e-08,0.0005974211840790419,1.3501034930632603e-08,3.319006576212602e-05,1.5001149921469595e-09,384399999.5387303,18395.99999305055,-0.04855469939194393,1021.9999989027193,-0.0026974832979234703,-1.2192006985712636e-07
18,18.0,0.0063061124994305846,1.0059594654475575e-07,0.0006306112498373389,1.5089391981095184e-08,3.319006575829693e-05,1.5883570504625792e-09,384399999.48747814,19417.999991824177,-0.0512521826895562,1021.9999987736275,-0.0026974832976122665,-1.290918386685156e-07
19,19.0,0.006969913815022159,1.1736193763462023e-07,0.0006638013155915745,1.676599108986448e-08,3.319006575423556e-05,1.6765991087692966e-09,384399999.4335285,20439.99999046154,-0.05394966598683838,1021.9999986373639,-0.0026974832972821825,-1.362636074791813e-07
20,20.0,0.007666905196363675,1.3589276989155122e-07,0.0006969913813415164,1.8530832256930995e-08,3.31900657499419e-05,1.7648411670665145e-09,384399999.37688136,21461.999988955467,-0.056647149283771604,1021.9999984939285,-0.0026974832969332207,-1.4343537628907496e-07
21,21.0,0.008397086643450607,1.5627668537383583e-07,0.0007301814470869324,2.0383915482284627e-08,3.319006574541596e-05,1.8530832253536325e-09,384399999.3175367,22483.99998729879,-0.05934463258033698,1021.9999983433214,-0.00269748329656538,-1.5060714509814774e-07
22,22.0,0.009160458156278197,1.786019261397505e-07,0.0007633715128275902,2.2325240765914683e-08,3.319006574065777e-05,1.9413252836300553e-09,384399999.2554946,23505.999985484334,-0.06204211587651565,1021.9999981855425,-0.002697483296178664,-1.577789139063513e-07
23,23.0,0.009957019734841454,2.0295673424756036e-07,0.0007965615785632574,2.435480810780986e-08,3.319006573566727e-05,2.029567341895179e-09,384399999.190755,24527.999983504924,-0.06473959917228872,1021.9999980205918,-0.002697483295773067,-1.6495068271363652e-07
24,24.0,0.010786771379135156,2.2942935175551862e-07,0.0008297516442937019,2.647261750795827e-08,3.319006573044452e-05,2.117809400148408e-09,384399999.12331796,25549.999981353394,-0.06743708246763731,1021.9999978484693,-0.0026974832953485946,-1.7212245151995502e-07
25,25.0,0.011649713089153848,2.5810802072186603e-07,0.0008629417100186914,2.867866896634741e-08,3.319006572498947e-05,2.206051458389141e-09,384399999.0531834,26571.99997902257,-0.07013456576254255,1021.9999976691751,-0.002697483294905241,-1.7929422032525795e-07
26,26.0,0.012545844864891843,2.890809832048302e-07,0.0008961317757379936,3.0972962482964194e-08,3.319006571930215e-05,2.2942935166167824e-09,384399998.9803513,27593.999976505278,-0.07283204905698556,1021.9999974827091,-0.002697483294443012,-1.8646598912949682e-07
27,27.0,0.013475166706343219,3.224364812626251e-07,0.0009293218414513761,3.335549805779492e-08,3.3190065713382556e-05,2.3825355748307296e-09,384399998.9048218,28615.99997379435,-0.07552953235094746,1021.9999972890713,-0.0026974832939619035,-1.9363775793262276e-07
28,28.0,0.014437678613501825,3.5826275695345043e-07,0.0009625119071586068,3.5826275690825306e-08,3.3190065707230685e-05,2.4707776330303857e-09,384399998.82659477,29637.999970882614,-0.07822701564440938,1021.9999970882618,-0.002697483293461917,-2.0080952673458714e-07
29,29.0,0.015433380586361277,3.9664805233549087e-07,0.0009957019728594532,3.838529538204046e-08,3.3190065700846536e-05,2.559019691215152e-09,384399998.74567026,30659.999967762895,-0.08092449893735244,1021.9999968802805,-0.0026974832929430536,-2.0798129553534145e-07
30,30.0,0.01646227262491496,4.3768060946691577e-07,0.0010288920385536833,4.1032557131424886e-08,3.319006569423011e-05,2.6472617493844274e-09,384399998.6620483,31681.99996442802,-0.08362198222975775,1021.9999966651275,-0.002697483292405311,-2.1515306433483677e-07
31,31.0,0.017524354729156026,4.814486704058783e-07,0.0010620821042410646,4.37680609389625e-08,3.3190065687381396e-05,2.7355038075376146e-09,384399998.57572883,32703.999960870824,-0.08631946552160644,1021.9999964428026,-0.0026974832918486903,-2.2232483313302446e-07
32,32.0,0.018619626899077393,5.280404772105149e-07,0.001095272169921365,4.6591806804636615e-08,3.3190065680300404e-05,2.8237458656741133e-09,384399998.48671186,33725.99995708413,-0.08901694881287962,1021.9999962133061,-0.0026974832912731905,-2.2949660192985587e-07
33,33.0,0.019748089134671746,5.775442719389449e-07,0.0011284622355943522,4.950379472842994e-08,3.3190065672987155e-05,2.911987923793329e-09,384399998.3949974,34747.99995306077,-0.09171443210355844,1021.9999959766377,-0.0026974832906788153,-2.3666837072528255e-07
34,34.0,0.02090974143593154,6.300482966492695e-07,0.0011616523012597938,5.25040247103246e-08,3.319006566544161e-05,3.000229981894656e-09,384399998.3005855,35769.999948793564,-0.094411915393624,1021.9999957327975,-0.0026974832900655593,-2.438401395192554e-07
35,35.0,0.022104583802848996,6.856407933995716e-07,0.0011948423669174576,5.55924967503021e-08,3.3190065657663773e-05,3.088472039977498e-09,384399998.20347613,36791.99994427535,-0.09710939868305742,1021.9999954817856,-0.0026974832894334257,-2.51011908311726e-07
36,36.0,0.023332616235416107,7.44410004247915e-07,0.0012280324325671112,5.8769210848343356e-08,3.319006564965368e-05,3.1767140980412573e-09,384399998.1036692,37813.99993949895,-0.09980688197183983,1021.9999952236019,-0.0026974832887824147,-2.581836771026455e-07
37,37.0,0.02459383873362463,8.064441712523437e-07,0.0012612224982085226,6.20341670044287e-08,3.319006564141131e-05,3.264956156085336e-09,384399998.00116485,38835.9999344572,-0.10250436525995235,1021.9999949582465,-0.0026974832881125257,-2.653554458919656e-07
38,38.0,0.025888251297466087,8.718315364708815e-07,0.0012944125638414592,6.538736521853782e-08,3.319006563293666e-05,3.3531982141091322e-09,384399997.895963,39857.99992914292,-0.1052018485473761,1021.9999946857192,-0.0026974832874237585,-2.7252721467963724e-07
39,39.0,0.027215853926931776,9.406603419615313e-07,0.001327602629465689,6.882880549064988e-08,3.3190065624229716e-05,3.4414402721120483e-09,384399997.7880637,40879.99992354894,-0.10789933183409221,1021.9999944060203,-0.0026974832867161123,-2.796989834656118e-07
40,40.0,0.028576646622012754,1.0130188297822746e-06,0.0013607926950809795,7.235848782074336e-08,3.31900656152905e-05,3.529682330093484e-09,384399997.67746687,41901.99991766809,-0.1105968151200818,1021.9999941191495,-0.0026974832859895876,-2.8687075224984063e-07
41,41.0,0.029970629382699853,1.0889952419910708e-06,0.0013939827606870986,7.59764122087962e-08,3.319006560611903e-05,3.6179243880528435e-09,384399997.56417257,42923.99991149319,-0.113294298405326,1021.999993825107,-0.002697483285244187,-2.940425210322753e-07
42,42.0,0.031397802208983666,1.1686778206458564e-06,0.001427172826283814,7.968257865478573e-08,3.319006559671527e-05,3.706166445989526e-09,384399997.4481808,43945.99990501709,-0.11599178168980591,1021.9999935238927,-0.002697483284479908,-3.0121428981286684e-07
43,43.0,0.03285816510085456,1.252154807804545e-06,0.001460362891870893,8.347698715868866e-08,3.319006558707922e-05,3.7944085039029296e-09,384399997.32949156,44967.99989823259,-0.11868926497350266,1021.9999932155067,-0.0026974832836967493,-3.0838605859156645e-07
44,44.0,0.034351718058302665,1.3395144455250262e-06,0.001493552957448104,8.735963772048112e-08,3.3190065577210877e-05,3.8826505617924574e-09,384399997.2081048,45989.99989113254,-0.12138674825639736,1021.9999928999489,-0.002697483282894711,-3.155578273683255e-07
45,45.0,0.035878461081317876,1.4308449758651649e-06,0.0015267430230152144,9.133053034013863e-08,3.3190065567110286e-05,3.970892619657514e-09,384399997.08402056,47011.99988370976,-0.12408423153847116,1021.9999925772192,-0.002697483282073798,-3.227295961430958e-07
46,46.0,0.037438394169889866,1.526234640882801e-06,0.0015599330885719919,9.538966501763612e-08,3.31900655567774e-05,4.059134677497496e-09,384399996.95723885,48033.99987595707,-0.12678171481970515,1021.9999922473179,-0.002697483281234005,-3.299013649158281e-07
47,47.0,0.03903151732400807,1.625771682635749e-06,0.0015931231541182042,9.953704175294793e-08,3.319006554621224e-05,4.147376735311806e-09,384399996.8277597,49055.999867867315,-0.1294791981000805,1021.9999919102447,-0.002697483280375334,-3.3707313368647396e-07
48,48.0,0.04065783054366169,1.7295443431817967e-06,0.001626313219653619,1.0377266054604778e-07,3.31900655354148e-05,4.235618793099844e-09,384399996.695583,50077.999859433316,-0.13217668137957828,1021.9999915659998,-0.0026974832794977852,-3.4424490245498466e-07
49,49.0,0.0423173338288397,1.8376408645787056e-06,0.0016595032851780041,1.0809652139690879e-07,3.319006552438509e-05,4.323860850861012e-09,384399996.5607088,51099.9998506479,-0.13487416465817964,1021.9999912145831,-0.0026974832786013578,-3.5141667122131155e-07
50,50.0,0.04401002717953082,1.950149488884209e-06,0.0016926933506911273,1.1250862430550351e-07,3.31900655131231e-05,4.412102908594715e-09,384399996.4231372,52121.99984150389,-0.13757164793586568,1021.9999908559947,-0.002697483277686054,-3.585884399854062e-07
51,51.0,0.04573591059572358,2.0671584581560126e-06,0.0017258834161927561,1.1700896927180385e-07,3.319006550162883e-05,4.500344966300346e-09,384399996.282868,53143.99983199413,-0.14026913121261755,1021.9999904902345,-0.0026974832767518706,-3.657602087472193e-07
52,52.0,0.04749498407740624,2.188756014451794e-06,0.0017590734816826585,1.2159755629578116e-07,3.3190065489902285e-05,4.588587023977312e-09,384399996.1399014,54165.99982211143,-0.14296661448841635,1021.9999901173026,-0.002697483275798809,-3.7293197750670264e-07
53,53.0,0.04928724762456684,2.3150303998292e-06,0.0017922635471606019,1.2627438537740617e-07,3.319006547794347e-05,4.676829081625013e-09,384399995.9942373,55187.999811848626,-0.14566409776324324,1021.9999897371988,-0.00269748327482687,-3.801037462638076e-07
54,54.0,0.0511127012371932,2.446069856345849e-06,0.0018254536126263543,1.3103945651664902e-07,3.319006546575236e-05,4.765071139242847e-09,384399995.84587574,56209.99980119855,-0.1483615810370793,1021.9999893499233,-0.0026974832738360524,-3.8727551501848516e-07
55,55.0,0.05297134491527288,2.5819626260593285e-06,0.0018586436780796832,1.3589276971347924e-07,3.319006545332898e-05,4.853313196830218e-09,384399995.69481665,57231.99979015403,-0.15105906430990565,1021.999988955476,-0.0026974832728263566,-3.9444728377068683e-07
56,56.0,0.05486317865879324,2.722796951027194e-06,0.0018918337435203565,1.4083432496786578e-07,3.319006544067332e-05,4.941555254386526e-09,384399995.5410601,58253.99977870788,-0.15375654758170343,1021.999988553857,-0.0026974832717977827,-4.016190525203639e-07
57,57.0,0.05678820246774138,2.868661073306971e-06,0.0019250238089481419,1.4586412227977695e-07,3.319006542778538e-05,5.029797311911172e-09,384399995.38460606,59275.99976685295,-0.15645403085245377,1021.9999881450661,-0.0026974832707503315,-4.087908212674677e-07
58,58.0,0.05874641634210419,3.0196432349561513e-06,0.001958213874362807,1.509821616491805e-07,3.319006541466516e-05,5.118039369403555e-09,384399995.22545457,60297.99975458205,-0.15915151412213777,1021.9999877291035,-0.0026974832696840005,-4.1596259001194936e-07
59,59.0,0.060737820281868304,3.175831678032195e-06,0.0019914039397641195,1.561884430760436e-07,3.3190065401312674e-05,5.2062814268630824e-09,384399995.06360555,61319.99974188802,-0.16184899739073655,1021.9999873059692,-0.0026974832685987935,-4.2313435875376073e-07
60,60.0,0.06276241428702015,3.337314644592528e-06,0.0020245940051518475,1.6148296656033273e-07,3.3190065387727905e-05,5.294523484289151e-09,384399994.89905906,62341.99972876369,-0.16454648065823124,1021.999986875663,-0.002697483267494707,-4.303061274928527e-07
61,61.0,0.0648201983575459,3.504180376694542e-06,0.0020577840705257584,1.6686573210201388e-07,3.319006537391086e-05,5.382765541681162e-09,384399994.7318151,63363.99971520187,-0.16724396392460297,1021.9999864381851,-0.002697483266371743,-4.3747789622917674e-07
62,62.0,0.06691117249343152,3.676517116395594e-06,0.00209097413588562,1.723367397010524e-07,3.319006535986152e-05,5.471007599038512e-09,384399994.5618737,64385.999701195404,-0.16994144718983287,1021.9999859935355,-0.0026974832652298998,-4.446496649626837e-07
63,63.0,0.06903533669466272,3.8544131057530075e-06,0.0021241642012311997,1.77895989357413e-07,3.319006534557991e-05,5.559249656360608e-09,384399994.3892347,65407.999686737116,-0.17263893045390205,1021.9999855417141,-0.002697483264069179,-4.518214336933255e-07
64,64.0,0.07119269096122499,4.037956586824067e-06,0.0021573542665622655,1.8354348107105986e-07,3.319006533106602e-05,5.647491713646851e-09,384399994.2138983,66429.99967181984,-0.17533641371679162,1021.9999850827209,-0.00269748326288958,-4.589932024210534e-07
65,65.0,0.07338323529310357,4.227235801666024e-06,0.0021905443318785854,1.892792148419565e-07,3.3190065316319863e-05,5.735733770896641e-09,384399994.0358644,67451.9996564364,-0.17803389697848274,1021.9999846165559,-0.002697483261691103,-4.6616497114581854e-07
66,66.0,0.07560696969028351,4.42233899233609e-06,0.0022237343971799267,1.951031906700659e-07,3.319006530134143e-05,5.823975828109379e-09,384399993.85513306,68473.99964057961,-0.1807313802389565,1021.9999841432192,-0.002697483260473749,-4.7333673986757234e-07
67,67.0,0.07786389415274957,4.623354400891441e-06,0.0022569244624660576,2.0101540855535035e-07,3.31900652861307e-05,5.9122178852844605e-09,384399993.6717042,69495.99962424232,-0.183428863498194,1021.9999836627106,-0.0026974832592375144,-4.805085085862656e-07
68,68.0,0.0801540086804863,4.8303702693892125e-06,0.002290114527736745,2.0701586849777165e-07,3.31900652706877e-05,6.000459942421295e-09,384399993.4855778,70517.99960741735,-0.18612634675617643,1021.9999831750304,-0.002697483257982403,-4.876802773018505e-07
69,69.0,0.08247731327347806,5.043474839886504e-06,0.0023233045929917577,2.1310457049729093e-07,3.319006525501244e-05,6.088701999519282e-09,384399993.296754,71539.99959009753,-0.18882383001288483,1021.9999826801783,-0.002697483256708415,-4.948520460142781e-07
70,70.0,0.08483380793170892,5.262756354440373e-06,0.0023564946582308624,2.1928151455386876e-07,3.319006523910489e-05,6.1769440565778205e-09,384399993.1052327,72561.99957227569,-0.19152131326830038,1021.9999821781545,-0.0026974832554155473,-5.020238147234996e-07
71,71.0,0.08722349265516274,5.488303055107838e-06,0.0023896847234538277,2.2554670066746506e-07,3.3190065222965055e-05,6.265186113596308e-09,384399992.9110139,73583.99955394464,-0.19421879652240417,1021.9999816689589,-0.0026974832541038015,-5.091955834294659e-07
72,72.0,0.08964636744382316,5.720203183945877e-06,0.0024228747886604206,2.319001288380392e-07,3.319006520659293e-05,6.353428170574148e-09,384399992.7140976,74605.99953509723,-0.19691627977517734,1021.9999811525915,-0.0026974832527731766,-5.163673521321288e-07
73,73.0,0.09210243229767358,5.9585449830114265e-06,0.002456064853850409,2.3834179906554994e-07,3.3190065189988545e-05,6.441670227510746e-09,384399992.51448387,75627.99951572629,-0.19961376302660103,1021.9999806290524,-0.002697483251423675,-5.235391208314396e-07
74,74.0,0.09459168721669714,6.203416694361382e-06,0.002489254919023561,2.4487171134995543e-07,3.319006517315188e-05,6.529912284405501e-09,384399992.31217265,76649.99949582462,-0.2023112462766563,1021.9999800983416,-0.002697483250055295,-5.307108895273498e-07
75,75.0,0.09711413220087678,6.4549065600525956e-06,0.002522444984179644,2.514898656912132e-07,3.319006515608293e-05,6.618154341257807e-09,384399992.1071639,77671.99947538508,-0.20500872952532434,1021.9999795604589,-0.0026974832486680363,-5.378826582198099e-07
76,76.0,0.0996697672501952,6.713102822141876e-06,0.0025556350493184258,2.581962620892803e-07,3.319006513878173e-05,6.706396398067081e-09,384399991.8994577,78693.99945440049,-0.20770621277258625,1021.9999790154045,-0.0026974832472619016,-5.450544269087727e-07
77,77.0,0.10225859236463487,6.978093722685989e-06,0.0025888251144396738,2.6499090054411303e-07,3.319006512124822e-05,6.7946384548327055e-09,384399991.689054,79715.99943286367,-0.21040369601842313,1021.9999784631783,-0.0026974832458368865,-5.522261955941879e-07
78,78.0,0.10488060754417802,7.2499675037416565e-06,0.002622015179543156,2.7187378105566713e-07,3.3190065103482425e-05,6.882880511554089e-09,384399991.4759528,80737.99941076744,-0.21310117926281613,1021.9999779037803,-0.002697483244392993,-5.593979642760075e-07
79,79.0,0.10753581278880667,7.5288124073655545e-06,0.0026552052446286406,2.7884490362389776e-07,3.319006508548439e-05,6.971122568230641e-09,384399991.2601541,81759.99938810465,-0.21579866250574636,1021.9999773372106,-0.0026974832429302233,-5.665697329541834e-07
80,80.0,0.11022420809850256,7.814716675614314e-06,0.0026883953096958945,2.859042682487595e-07,3.319006506725406e-05,7.059364624861751e-09,384399991.041658,82781.99936486813,-0.21849614574719495,1021.999976763469,-0.002697483241448575,-5.737415016286662e-07
81,81.0,0.11294579347324725,8.10776855054452e-06,0.0027215853747446857,2.930518749302063e-07,3.319006504879143e-05,7.1476066814468195e-09,384399990.8204644,83803.99934105069,-0.22119362898714298,1021.9999761825558,-0.0026974832399480468,-5.809132702994069e-07
82,82.0,0.11570056891302204,8.408056274212712e-06,0.0027547754397747822,3.0028772366819157e-07,3.319006503009655e-05,7.235848737985257e-09,384399990.59657323,84825.99931664516,-0.22389111222557162,1021.9999755944707,-0.0026974832384286424,-5.880850389663577e-07
83,83.0,0.11848853441780799,8.715668088675379e-06,0.0027879655047859516,3.0761181446266803e-07,3.319006501116938e-05,7.32409079447646e-09,384399990.3699846,85847.99929164437,-0.226588595462462,1021.9999749992139,-0.002697483236890359,-5.952568076294696e-07
84,84.0,0.12130968998758596,9.030692235988967e-06,0.0028211555697779615,3.150241473135879e-07,3.3190064992009935e-05,7.41233285091983e-09,384399990.14069855,86869.99926604115,-0.2292860786977952,1021.9999743967853,-0.0026974832353331983,-6.024285762886939e-07
85,85.0,0.12416403562233654,9.35321695820987e-06,0.0028543456347505797,3.2252472222090263e-07,3.319006497261822e-05,7.500574907314764e-09,384399989.908715,87891.99923982834,-0.23198356193155234,1021.999973787185,-0.002697483233757159,-6.096003449439818e-07
86,86.0,0.12705157132204012,9.683330497394433e-06,0.002887535699703574,3.301135391845633e-07,3.319006495299422e-05,7.588816963660667e-09,384399989.67403394,88913.99921299875,-0.23468104516371457,1021.9999731704129,-0.0026974832321622418,-6.167721135952845e-07
87,87.0,0.12997229708667682,1.0021121095598953e-05,0.002920725764636712,3.3779059820452024e-07,3.319006493313795e-05,7.67705901995694e-09,384399989.4366554,89935.99918554522,-0.23737852839426302,1021.999972546469,-0.0026974832305484463,-6.239438822425538e-07
88,88.0,0.13292621291622658,1.0366676994879676e-05,0.0029539158295497614,3.455558992807232e-07,3.3190064913049375e-05,7.765301076202979e-09,384399989.1965794,90957.99915746058,-0.2400760116231788,1021.9999719153534,-0.002697483228915772,-6.311156508857402e-07
89,89.0,0.13591331881066906,1.0720086437292798e-05,0.00298710589444249,3.534094424131214e-07,3.3190064892728546e-05,7.853543132398195e-09,384399988.9538059,91979.99912873765,-0.242773494850443,1021.9999712770659,-0.0026974832272642205,-6.382874195247962e-07
90,90.0,0.13893361476998373,1.1081437664894461e-05,0.0030202959593146656,3.613512276016634e-07,3.319006487217543e-05,7.941785188541977e-09,384399988.7083349,93001.99909936925,-0.2454709780760368,1021.9999706316067,-0.0026974832255937903,-6.45459188159672e-07
91,91.0,0.14198710079414978,1.145081891974076e-05,0.0030534860241660557,3.693812548462971e-07,3.319006485139003e-05,8.030027244633735e-09,384399988.46016645,94023.99906934823,-0.24816846129994127,1021.9999699789757,-0.002697483223904482,-6.526309567903194e-07
92,92.0,0.1450737768831462,1.1828318443887729e-05,0.003086676088996428,3.7749952414697e-07,3.319006483037235e-05,8.118269300672867e-09,384399988.2093005,95045.9990386674,-0.25086594452213756,1021.999969319173,-0.0026974832221962944,-6.598027254166899e-07
93,93.0,0.14819364303695176,1.2214024479391357e-05,0.00311986615380555,3.857060355036288e-07,3.319006480912241e-05,8.206511356658775e-09,384399987.9557371,96067.9990073196,-0.2535634277426068,1021.9999686521985,-0.002697483220469231,-6.669744940387345e-07
94,94.0,0.15134669925554495,1.2608025268307576e-05,0.0031530562185931904,3.9400078891621966e-07,3.31900647876402e-05,8.294753412590863e-09,384399987.6994762,97089.99897529765,-0.2562609109613301,1021.9999679780523,-0.002697483218723289,-6.74146262656405e-07
95,95.0,0.15453294553890407,1.3010409052692264e-05,0.003186246283359116,4.0238378438468816e-07,3.319006476592567e-05,8.382995468468519e-09,384399987.4405178,98111.9989425944,-0.25895839417828853,1021.9999672967342,-0.002697483216958467,-6.813180312696517e-07
96,96.0,0.15775238188700716,1.3421264074601244e-05,0.003219436348103095,4.1085502190897933e-07,3.3190064743978915e-05,8.471237524291168e-09,384399987.1788619,99133.99890920264,-0.2616558773934633,1021.9999666082444,-0.00269748321517477,-6.884897998784276e-07
97,97.0,0.16100500829983205,1.3840678576090282e-05,0.0032526264128248947,4.1941450148903753e-07,3.319006472179983e-05,8.559479580058182e-09,384399986.9145086,100155.99887511523,-0.2643533606068355,1021.9999659125829,-0.0026974832133721915,-6.95661568482682e-07
98,98.0,0.16429082477735635,1.4268740799215089e-05,0.003285816477524283,4.280622231248065e-07,3.3190064699388485e-05,8.64772163576898e-09,384399986.6474577,101177.99884032497,-0.26705084381838623,1021.9999652097496,-0.0026974832115507358,-7.028333370823674e-07
99,99.0,0.16760983131955737,1.4705538986031317e-05,0.003319006542201028,4.3679818681622946e-07,3.319006467674488e-05,8.735963691422966e-09,384399986.3777094,102199.99880482472,-0.26974832702809665,1021.9999644997445,-0.0026974832097104036,-7.100051056774355e-07
100,100.0,0.17096202792641227,1.5151161378594566e-05,0.003352196606854897,4.45622392563249e-07,3.319006465386898e-05,8.824205747019526e-09,384399986.1052636,103221.99876860729,-0.2724458102359478,1021.9999637825676,-0.0026974832078511925,-7.171768742678364e-07
101,101.0,0.17434741459789793,1.5605696218960373e-05,0.0033853866714856577,4.545348403658071e-07,3.3190064630760805e-05,8.912447802558074e-09,384399985.8301203,104243.9987316655,-0.27514329344192096,1021.999963058219,-0.002697483205973103,-7.243486428535224e-07
102,102.0,0.177765991333991,1.6069231749184216e-05,0.003418576736093078,4.635355302238451e-07,3.3190064607420344e-05,9.000689858038002e-09,384399985.55227953,105265.9986939922,-0.2778407766459971,1021.9999623266986,-0.002697483204076134,-7.315204114344441e-07
103,103.0,0.18121775813466795,1.654185621132152e-05,0.0034517668006769256,4.726244621373038e-07,3.319006458384762e-05,9.088931913458721e-09,384399985.2717413,106287.9986555802,-0.2805382598481574,1021.9999615880064,-0.002697483202160289,-7.386921800105537e-07
104,104.0,0.18470271499990493,1.7023657847427644e-05,0.003484956865236968,4.818016361061235e-07,3.3190064560042614e-05,9.177173968819625e-09,384399984.98850554,107309.99861642235,-0.28323574304838295,1021.9999608421424,-0.0026974832002255654,-7.45863948581802e-07
105,105.0,0.1882208619296779,1.7514724899557886e-05,0.0035181469297729732,4.910670521302436e-07,3.319006453600531e-05,9.265416024120111e-09,384399984.70257235,108331.99857651145,-0.2859332262466549,1021.9999600891067,-0.0026974831982719614,-7.530357171481398e-07
106,106.0,0.1917721989239626,1.801514560976749e-05,0.003551336994284709,5.004207102096031e-07,3.319006451173575e-05,9.353658079359591e-09,384399984.4139416,109353.99853584035,-0.2886307094429544,1021.9999593288992,-0.0026974831962994815,-7.602074857095195e-07
