G=6.6743e-11,dt=3600,t_total=2592000
Iteration,Time,Body 1 position (x),Body 1 position (y),Body 1 velocity (x),Body 1 velocity (y),Body 1 acceleration (x),Body 1 acceleration (y),Body 2 position (x),Body 2 position (y),Body 2 velocity (x),Body 2 velocity (y),Body 2 acceleration (x),Body 2 acceleration (y)
84,302400,1492185.1961535914,410342.74885959167,9.123943042911595,3.8997761755470934,2.3167568446416142e-05,2.42291915215109e-05,263124414.9233908,279381878.9304645,-741.5376681038116,705.0503086504186,-0.001882916695182325,-0.001969198853653554
85,306000,1525328.6323652053,424698.8835931393,9.206510058781669,3.987815203763225,2.2935282186131758e-05,2.4455285615592035e-05,260430721.386976,281894301.0775964,-748.2482045596647,697.8950408699785,-0.001864037904403632,-0.0019875743834555748
86,309600,1558766.2703982047,439374.8605236726,9.288232786944263,4.076660258481477,2.2700757822942697e-05,2.467918186618111e-05,257713116.9458618,284380728.4288601,-754.8901225317253,690.6742642399105,-0.0018449772144612658,-0.0020057712861300163
87,313200,1592495.042073073,454373.5525676662,9.369103243019007,4.166303345553786,2.2464015576317675e-05,2.4900857520085883e-05,254971850.96270564,286840927.4913706,-761.4627730989323,683.3886284751333,-0.0018257362686686064,-0.002023787712438118
88,316800,1626511.8507317095,469697.80357003876,9.449113516287891,4.256736389547926,2.2225075908023395e-05,2.5120289998372497e-05,252207175.11472827,289274667.1349992,-767.9655133270458,676.0387898968397,-0.0018063167300315151,-0.002041621827303764
89,320400,1660813.5715057363,485350.42801382416,9.528255770563034,4.347951234384826,2.1983959520873047e-05,2.5337456899138774e-05,249419343.37190723,291681718.6159697,-774.3977063391736,668.6254113806998,-0.0017867202811466228,-0.0020592718100388785
90,324000,1695397.0515879157,501334.21073217323,9.606522245049817,4.439939643985849,2.1740687357439855e-05,2.5552336000284238e-05,246608611.97491792,294061855.600265,-780.7587213859221,661.149162304253,-0.0017669486240967725,-0.0020767358545685562
91,327600,1730259.1105066547,517651.9066227214,9.683905255205266,4.532693302930045,2.149528059873577e-05,2.5764905262276584e-05,243775239.41282335,296414854.1868416,-787.0479339151591,653.6107184934917,-0.0017470034803436312,-0.0020940121696559036
92,331200,1765396.5404035843,534306.2403643582,9.760397193591542,4.626203817121334,2.124776066285469e-05,2.5975142830913795e-05,240919486.40051436,298740492.9306487,-793.2647256413818,646.0107621686362,-0.0017268865906174228,-0.002111098979126527
93,334800,1800806.1063141923,551299.9061364344,9.835990530724432,4.720462714465629,2.0998149203580786e-05,2.61830270400819e-05,238041615.85590154,301038552.8654494,-799.4084846146756,638.3499818891027,-0.001706599714803817,-0.0021279945220926666
94,338400,1836484.5464514925,568635.5673404427,9.910677815916692,4.8154614455578555,2.0746468108960988e-05,2.6388536414507308e-05,235141892.87686023,303308817.52644104,-805.478605289256,630.6290724976659,-0.0016861446318279128,-0.0021446970531768875
95,342000,1872428.5724927105,586315.8563242066,9.984451678116123,4.911191384378869,2.049273949984208e-05,2.659164967250363e-05,232220584.71793053,305551072.9726708,-811.4744885915833,622.8487350638187,-0.0016655231395353417,-0.0021612048427353254
96,345600,1908634.8698689684,604343.3741086146,10.057304826738264,5.007643829002233,2.0236985728372158e-05,2.6792345728712356e-05,229277960.76677358,307765107.8092456,-817.3955419880369,615.0096768263292,-0.0016447370545704758,-0.0021775161770804328
97,349200,1945100.098057945,622720.6901169337,10.129230052493542,5.104810002310845,1.997922937646615e-05,2.699060369683681e-05,226314292.52038586,309950713.2093316,-823.2411795521431,607.1126111349977,-0.001623788212251713,-0.0021936293587031773
98,352800,1981820.8908794967,641450.3419067378,10.200220228208789,5.202681052723373,1.9719493254235483e-05,2.7186402892368932e-05,223329853.56107304,312107682.9359414,-829.0108220313409,599.1582573916169,-0.0016026784664438531,-0.0022095427064946554
99,356400,2018793.8567942113,660534.8349044875,10.270268309642963,5.3012480549304835,1.945780039838177e-05,2.737972283530835e-05,220324919.53218523,314235813.3635059,-834.7038969132801,591.1473409901354,-0.0015814096894275441,-0.002225254555967086
100,360000,2056015.5792048804,679976.6421427944,10.33936733629696,5.400502010640827,1.919417407055438e-05,2.757054325287324e-05,217299768.11361533,316334903.4992276,-840.319838491637,583.0805932560285,-0.0015599837717657973,-0.002240763259474129
101,363600,2093482.616760863,699778.2040004068,10.407510432217379,5.500433849336756,1.892863775567184e-05,2.775884408220236e-05,214254678.99706215,318404755.00421315,-845.8580879314402,574.9587513848787,-0.001538402622167559,-0.0022560671864304913
102,367200,2131191.503665322,719941.9279449498,10.474690806794124,5.601034429039728,1.8661215160206983e-05,2.7944605473047803e-05,211189933.86106014,320445172.21438175,-851.3180933338942,566.7825583801679,-0.0015166681673483412,-0.0022711647235307774
103,370800,2169138.749985308,740470.1882784571,10.540901755551692,5.702294537085376,1.8391930210435823e-05,2.812780779045793e-05,208105816.34577766,322455962.16114676,-856.6993098006907,558.5527629902847,-0.001494782351887898,-0.0022860542749675392
104,374400,2207320.8419646705,761365.3258857266,10.606136660934032,5.804204890908196,1.812080705065006e-05,2.8308431617449854e-05,205002612.0275856,324436934.59186786,-862.0011994977965,550.2701196447501,-0.001472747138084951,-0.0023007342626484837
105,378000,2245734.2423397684,782629.6479855356,10.670388993082831,5.906756138835811,1.7847870041333192e-05,2.8486457757671044e-05,201880608.39339826,326387901.99007064,-867.2232317187087,541.9353883896641,-0.0014505645058089528,-0.0023152031264127857
106,381600,2284375.3906579614,804265.4278847496,10.733652310609111,6.009938860892788,1.7573143757300137e-05,2.8661867238049327e-05,198740094.81478846,328308679.5954312,-872.3648829471647,533.5493348223769,-0.00142823645234889,-0.00232945932424647
107,385200,2323240.70359885,826274.9047353598,10.795920261357994,6.1137435696139395,1.7296652985800477e-05,2.883464131143098e-05,195581362.521879,330199085.4235226,-877.4256369192975,525.1127300253884,-0.0014057649922591241,-0.0023435013324968135
108,388800,2362326.5752982493,848660.2832944813,10.8571865831665,6.218160710867082,1.7018422724585207e-05,2.9004761459206184e-05,192404704.57701218,332058940.2853207,-882.4049846852257,516.6263504994797,-0.001383152157202271,-0.002357327646085729
109,392400,2401629.3776748604,871423.7336873481,10.917445104614274,6.323180664685197,1.673847817993687e-05,2.917220939392106e-05,189210415.84819993,333888067.8064666,-887.3024246700664,508.09097809608033,-0.0013603999957890992,-0.0023709367787220553
110,396000,2441145.460759622,894567.3911733367,10.976689745767063,6.428793746107953,1.6456844764663437e-05,2.9336967061876448e-05,185998792.98235622,335686294.4462825,-892.1174627343622,499.50739994887437,-0.0013375105734154881,-0.0023843272631127676
111,399600,2480871.153027708,918093.3559150537,11.034914518912862,6.534990206032516,1.617354809605548e-05,2.9499016645711844e-05,182770134.37831414,337453449.5165393,-896.8496122339093,490.8764084046516,-0.0013144859720963982,-0.002397497651172988
112,403200,2520802.7617331543,942003.6927505188,11.092113529290566,6.641760232073626,1.588861399380704e-05,2.965834056697491e-05,179524740.15962982,339189365.19997156,-901.4983940789781,482.1988009534063,-0.0012913282902968924,-0.002410446514234815
113,406800,2560936.573246074,966300.430968477,11.148280975811007,6.749093949432856,1.560206847790001e-05,2.981492148867516e-05,176262912.14717534,340893876.56853926,-906.0633367929148,473.47538015768873,-0.0012680396427601915,-0.0024231724432548733
114,410400,2601268.853392447,990985.5640868742,11.203411151770235,6.856981421777015,1.5313937766452135e-05,2.996874231782189e-05,172984953.83152294,342566821.6014316,-910.5439765701128,464.70695358121463,-0.001244622160332773,-0.002435674049020582
115,414000,2641795.847796445,1016061.0496345265,11.257498445554939,6.965412652125619,1.5024248273528727e-05,3.0119786207945393e-05,169691170.3451229,344208041.20281184,-914.9398573333443,455.8943337167364,-0.001221077989786521,-0.0024479499623550616
116,417600,2682513.7822252684,1041528.8089360171,11.310537341339844,7.074377583747382,1.4733026606917986e-05,3.0268036561600853e-05,166381868.43427733,345817379.2192993,-919.2505307904408,447.03833791318215,-0.0011974092936379182,-0.002459998834320636
117,421200,2723418.8629364655,1067390.7268998534,11.362522419776976,7.183866101065659,1.4440299565870286e-05,3.0413477032854748e-05,163057356.4309122,347394682.45718676,-923.4755564903123,438.13978830206685,-0.0011736182499643083,-0.0024718193364209116
